Name,Price,Size,Number of beds,Number of bathrooms,Type,Furnished Status,Location,District,State,Facilities,Public transport
"The Tamarind @ Seri Tanjung Pinang, Tanjong Tokong, Penang","3,200","1,047",3,2,Condominium,Fully Furnished,"Jalan Seri Tg Pinang Seri Tanjung Pinang, 10470 Tanjong Tokong, Penang",Tanjong Tokong,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"i-Residence @ i-City, Shah Alam, Selangor","1,600",715,2,1,Service Residence,Fully Furnished,"Off Jalan Plumbum 7/102, I-City, 40000 Shah Alam, Selangor",Shah Alam,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Palazio, Johor Bahru, Johor","1,000","1,000",1,1,Service Residence,Partially Furnished,"Jalan Mutiara Emas 9/23, Taman Mount Austin, 81100 Johor Bahru, Johor",Johor Bahru,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Minimart, Multipurpose hall, Jogging Track, Tennis Court",False
"Parc Regency, Masai, Johor","1,200","1,000",1,1,Service Residence,Fully Furnished,"Jalan Masai Jaya 2, Taman Saujana, 81750 Masai, Johor",Masai,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Pangsapuri Seri Kubu, Melaka City, Melaka",800,"1,100",3,2,Apartment,Partially Furnished,"Jalan Tan Chay Yan, Off Jalan Kubu, 75300 Melaka City, Melaka",Melaka City,Melaka,,False
"Flat Taman Ungku Tun Aminah, Skudai, Johor",850,494,2,1,Flat,Partially Furnished,"Jalan Hulubalang 3, Taman Ungku Tun Aminah, 81300 Skudai, Johor",Skudai,Johor,Minimart,False
"Elit Heights @ Bayan City, Bayan Lepas, Penang","2,500","1,465",3,2,Condominium,Fully Furnished,"Jalan Mayang Pasir 2, Elite Avenue, 11900 Bayan Lepas, Penang",Bayan Lepas,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Multipurpose hall, Club house",False
"Dahlia Apartment (Jalan Melor), Bukit Beruntung, Selangor","1,000",800,3,2,Apartment,Fully Furnished,"Jalan Melor, Bandar Bukit Beruntung, 48300 Bukit Beruntung, Selangor",Bukit Beruntung,Selangor,Parking,False
"Vision City Youth City, Nilai, Negeri Sembilan","1,700",753,2,2,Service Residence,Fully Furnished,"Persiaran Pusat Bandar, Bandar Baru Nilai, 71800 Nilai, Negeri Sembilan",Nilai,Negeri Sembilan,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"OPUS Kuala Lumpur, KL City, Kuala Lumpur","2,220",692,1,1,Apartment,Fully Furnished,"Jalan Maharajalela, 50460 KL City, Kuala Lumpur",KL City,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna",False
"ForestVille, Bayan Lepas, Penang","1,300","1,000",3,2,Condominium,Fully Furnished,"Tingkat Kelicap, Off Persiaran Kelicap, 11900 Bayan Lepas, Penang",Bayan Lepas,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Jogging Track",False
"Petaling Jaya, Selangor","3,600","1,700",4,4,2-storey Terraced House,Partially Furnished,,,,"Parking, Security",False
"Pangsapuri Sri Nervillia, Shah Alam, Selangor",800,650,3,2,Apartment,Not Furnished,"Jalan Anggerik Nervillia 31/166, Kota Kemuning, 40460 Shah Alam, Selangor",Shah Alam,Selangor,Parking,False
"Paragon Residences @ Straits View, Johor Bahru, Johor","2,300",818,2,2,Condominium,Fully Furnished,"Jalan Tengku Puteri 1, Straits View, 80200 Johor Bahru, Johor",Johor Bahru,Johor,"Security, Swimming Pool, Playground, Barbeque area, Jogging Track, Tennis Court",False
"One Equine, Seri Kembangan, Selangor","1,700",452,2,1,Condominium,Fully Furnished,"Jalan Equine 10, Taman Equine, 43300 Seri Kembangan, Selangor",Seri Kembangan,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Jogging Track",False
"Idaman Court Apartment, Shah Alam, Selangor","1,300","1,074",3,2,Apartment,Partially Furnished,"Off Persiaran Sungai Congkak 32/41, Bukit Rimau, 40460 Shah Alam, Selangor",Shah Alam,Selangor,"Parking, Security, Playground",False
"City Of Dreams, Tanjong Tokong, Penang","3,800","1,098",3,2,Service Residence,Fully Furnished,"Jalan Peter Paul Dason, Seri Tanjung Pinang, 10470 Tanjong Tokong, Penang",Tanjong Tokong,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Vetro 11 Designer Suites, Kota Kinabalu, Sabah","2,300",487,1,1,Service Residence,Fully Furnished,"Jalan Penampang, 88200 Kota Kinabalu, Sabah",Kota Kinabalu,Sabah,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Sensasi @ Utropolis, Batu Kawan, Penang","1,300",520,1,1,Service Residence,Fully Furnished,"Persiaran Cassia Barat 3, Bandar Cassia, 14100 Batu Kawan, Penang",Batu Kawan,Penang,"Parking, Security, Swimming Pool, Gymnasium",False
"D'Secret Garden @ Kempas Indah, Johor Bahru, Johor","1,350","1,000",2,2,Service Residence,Partially Furnished,"Jalan Kempas Indah 1/3, Taman Kempas Indah, 81300 Johor Bahru, Johor",Johor Bahru,Johor,"Security, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area",False
"Trio Permai, Seri Kembangan, Selangor","1,300",450,1,1,Service Residence,Partially Furnished,"Jalan Equine, Taman Equine, 43300 Seri Kembangan, Selangor",Seri Kembangan,Selangor,"Parking, Security, Lift, Swimming Pool, Gymnasium, Multipurpose hall",False
"Seri Manjong, Perak",900,"1,500",3,2,1-storey Terraced House,Partially Furnished,,,,"Parking, Gymnasium, Minimart, Jogging Track",False
"Dengkil, Selangor","1,900","1,378",3,2,Townhouse,Partially Furnished,,,,"Parking, Security, Swimming Pool, Playground, Gymnasium, Barbeque area",False
"Menara U2, Shah Alam, Selangor","1,500",450,2,1,Service Residence,Fully Furnished,"Jalan Boling Padang 13/62, Seksyen 13, 40100 Shah Alam, Selangor",Shah Alam,Selangor,"Parking, Security, Swimming Pool, Gymnasium, Sauna, Multipurpose hall",False
"Dahlia Apartment (Putra Perdana), Puchong, Selangor",700,663,3,1,Apartment,Not Furnished,"Jalan Putra Perdana 3B, 47100 Puchong, Selangor",Puchong,Selangor,"Parking, Security, Playground",False
"Banting, Selangor","1,200","1,400",4,3,2-storey Terraced House,Partially Furnished,,,,"Parking, Security, Playground, Minimart",False
"The Rise Collection 3, Georgetown, Penang","2,000","1,000",3,2,Apartment,Fully Furnished,"No.6, Jalan S.P. Chelliah, Taman Harapan, 10150 Georgetown, Penang",Georgetown,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Queens Residences Q1 @ Queens Waterfront, Bayan Lepas, Penang","3,500",950,3,2,Condominium,Fully Furnished,"Persiaran Bayan Indah 2, 11900 Bayan Lepas, Penang",Bayan Lepas,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall",False
"SS2, Selangor","6,800","2,200",4,3,2-storey Terraced House,Not Furnished,,,,,False
"Pandamaran, Selangor","1,300","1,350",4,3,1-storey Terraced House,Partially Furnished,,,,,False
"Pangsapuri Pulai Mutiara 1, Johor Bahru, Johor","1,400",980,3,2,Apartment,Not Furnished,"Jalan Pulai Mutiara Utama 2, Taman Pulai Mutiara 2, 81300 Johor Bahru, Johor",Johor Bahru,Johor,"Security, Lift, Playground",False
"Arte Cheras, Cheras, Kuala Lumpur","2,400",868,2,2,Service Residence,Fully Furnished,"Jalan Cheras, Taman Midah, 56000 Cheras, Kuala Lumpur",Cheras,Kuala Lumpur,"Parking, Security, Lift, Gymnasium, Barbeque area, Multipurpose hall",False
"Maxim Citylights @ Sentul KL, Sentul, Kuala Lumpur","1,200",500,2,1,Service Residence,Fully Furnished,"Jalan Sentul Pasar, Sentul Pasar, 51100 Sentul, Kuala Lumpur",Sentul,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Minimart, Multipurpose hall, Jogging Track",False
"Larkin Idaman Apartment, Johor Bahru, Johor","1,600",861,3,2,Apartment,Partially Furnished,"Off Jalan Dato Jaafar, Larkin Idaman, 80350 Johor Bahru, Johor",Johor Bahru,Johor,"Security, Playground, Minimart, Jogging Track",False
"Greenfield Regency, Johor Bahru, Johor","1,600",500,1,1,Apartment,Fully Furnished,"Jalan Skudai Lama, Taman Tampoi Indah, 81200 Johor Bahru, Johor",Johor Bahru,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Residensi Platinum Teratai, Setapak, Kuala Lumpur","1,800",920,3,2,Service Residence,Fully Furnished,"Jalan Kuraman, Kampung Kuantan, 53000 Setapak, Kuala Lumpur",Setapak,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Setia Indah, Johor","2,700","1,170",4,3,2-storey Terraced House,Fully Furnished,,,,,False
"Maple Residences @ Bandar Bestari Klang, Klang, Selangor","1,700",870,3,2,Service Residence,Fully Furnished,"Off Jalan Klang Banting, Bandar Bestari, 42000 Klang, Selangor",Klang,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Crescent Bay Suites, Johor Bahru, Johor","2,300",835,3,2,Service Residence,Fully Furnished,"Jalan Bayu Puteri 2, Taman Bayu Puteri, 80150 Johor Bahru, Johor",Johor Bahru,Johor,"Parking, Security, Swimming Pool, Gymnasium, Barbeque area",False
"Sungai Buloh, Selangor","2,000","2,215",5,4,2-storey Terraced House,Not Furnished,,,,,False
"Sri Impian (Brickfields), Brickfields, Kuala Lumpur","3,000","1,600",4,2,Condominium,Fully Furnished,"No.38, Jalan Ang Seng, 50470 Brickfields, Kuala Lumpur",Brickfields,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"U-Garden, Gelugor, Penang","1,200",850,3,2,Condominium,Fully Furnished,"No.50, Persiaran Minden 1, 11700 Gelugor, Penang",Gelugor,Penang,"Parking, Security, Swimming Pool, Playground, Gymnasium, Sauna",False
"The Tropics, Kuching, Sarawak","2,300","1,600",3,3,Condominium,Partially Furnished,"Lorong Song 4C4, Tabuan Heights, 93350 Kuching, Sarawak",Kuching,Sarawak,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"The Pano, Jalan Ipoh, Kuala Lumpur","2,499",700,1,1,Service Residence,Fully Furnished,"Jalan Ipoh, Batu Complex Bussiness Centre, 51200 Jalan Ipoh, Kuala Lumpur",Jalan Ipoh,Kuala Lumpur,"Parking, Security, Lift, Playground, Gymnasium, Barbeque area",False
"i-City, I-City, Selangor","1,600",719,2,1,Service Residence,Fully Furnished,"Jalan Multimedia 7/Ah, 40000 I-City, Selangor",I-City,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track",False
"Setia Sky 88, Johor Bahru, Johor","2,300","1,200",3,2,Condominium,Fully Furnished,"Jalan Dato Abdullah Tahir, Taman Abad, 80300 Johor Bahru, Johor",Johor Bahru,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Residensi Laman Sari, Batu Caves, Selangor","1,700",900,3,2,Apartment,Fully Furnished,"Jalan Lingkaran Tengah 2, 68100 Batu Caves, Selangor",Batu Caves,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Seremban 2, Negeri Sembilan","1,500","1,200",3,2,1-storey Terraced House,Not Furnished,,,,,False
"Pertama Residency, Cheras, Kuala Lumpur","1,800",610,1,1,Condominium,Fully Furnished,"Jalan Cheras, 56000 Cheras, Kuala Lumpur",Cheras,Kuala Lumpur,"Parking, Security, Swimming Pool, Gymnasium",False
"Residensi Suasana @ Damai, Damansara Damai, Selangor","1,800","1,076",3,2,Condominium,Fully Furnished,"Jalan PJU 10/1, Off Jalan Kuala Selangor, 47830 Damansara Damai, Selangor",Damansara Damai,Selangor,"Parking, Security, Swimming Pool, Playground, Gymnasium, Sauna",False
"D’Infinia Condominium, Kuching, Sarawak","2,400","1,650",3,2,Condominium,Fully Furnished,,,,"Parking, Security, Lift, Swimming Pool, Gymnasium",False
"Sky Awani 2 Residence, Sentul, Kuala Lumpur","1,500",800,3,2,Condominium,Fully Furnished,"Jalan 2/12, Kampung Batu Muda, 51100 Sentul, Kuala Lumpur",Sentul,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Lakeville Residence, Jalan Ipoh, Kuala Lumpur","2,400","1,350",3,2,Condominium,Partially Furnished,"Off Jalan Ipoh, Taman Wahyu, 68100 Jalan Ipoh, Kuala Lumpur",Jalan Ipoh,Kuala Lumpur,"Security, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall",False
"The Loft Residence, Kota Kinabalu, Sabah","5,000","1,757",3,3,Service Residence,Fully Furnished,"KK Times Square Boulevard, Off Jalan Mentari, 88000 Kota Kinabalu, Sabah",Kota Kinabalu,Sabah,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Puchong South, Selangor","2,000","1,430",3,3,Townhouse,Partially Furnished,,,,"Parking, Security",False
"Pangsapuri Mawar Jaya, Seri Kembangan, Selangor",647,650,3,2,Apartment,Partially Furnished,"Jalan KP 4/6, Kota Perdana, 43300 Seri Kembangan, Selangor",Seri Kembangan,Selangor,"Playground, Minimart",False
"Batu Kawan, Penang","3,000","2,331",4,4,2-storey Terraced House,Fully Furnished,,,,,False
"D'Cerrum Apartment, Semenyih, Selangor",900,949,3,2,Apartment,Partially Furnished,"Jalan Ecohill 1/2, Setia Ecohill, 43500 Semenyih, Selangor",Semenyih,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Multipurpose hall",False
"GM Residence Remia, Klang, Selangor","1,800",815,3,2,Service Residence,Partially Furnished,"Jalan Remia, Bandar Botanik, 41200 Klang, Selangor",Klang,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Kensho Townhouse, Kuching, Sarawak","1,600","1,385",3,3,Townhouse Condo,Partially Furnished,"Off Jalan Batu Kawa, 93250 Kuching, Sarawak",Kuching,Sarawak,"Parking, Security",False
"Savanna Executive Suite @ Southville City, Bangi, Selangor","1,800",956,3,2,Service Residence,Fully Furnished,"Off Lebuhraya Utara Selatan, Southville City, 43000 Bangi, Selangor",Bangi,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall",False
"Harmoni @ Eco Majestic, Semenyih, Selangor","1,100",900,3,2,Apartment,Partially Furnished,"Jalan Eco Majestic 3A/5, Eco Majestic, 43500 Semenyih, Selangor",Semenyih,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Tennis Court",False
"Adenia, Klang, Selangor","1,400",915,3,2,Apartment,Not Furnished,"Jalan Delima 8/KS09, Bandar Parklands, 41200 Klang, Selangor",Klang,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Semenyih, Selangor","1,750","2,200",4,4,2-storey Terraced House,Partially Furnished,,,,"Parking, Security, Playground",False
"Kuching, Sarawak","2,800","4,791",4,4,Semi-Detached House,Fully Furnished,,,,,False
"Sri Kristal, Ayer Itam, Penang","1,100",886,3,2,Apartment,Partially Furnished,"Lengkok Angsana, Bandar Baru Farlim, 11500 Ayer Itam, Penang",Ayer Itam,Penang,"Parking, Security, Swimming Pool, Playground, Gymnasium, Sauna",False
"Aston Acacia @Bukit Mertajam, Bukit Mertajam, Penang","1,600",889,3,2,Service Residence,Fully Furnished,"Persiaran Aston Indah, 14000 Bukit Mertajam, Penang",Bukit Mertajam,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Vista Harmoni Residence, Sentul, Kuala Lumpur","2,900","1,200",3,3,Service Residence,Fully Furnished,,,,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Cemerlang Apartments, Gombak, Kuala Lumpur","1,399",847,3,2,Apartment,Partially Furnished,"Jalan TC 1/1, Taman Cemerlang, 53100 Gombak, Kuala Lumpur",Gombak,Kuala Lumpur,"Parking, Security, Playground",False
"Kondominium Kiara Kasih, Segambut, Kuala Lumpur","1,300",850,3,2,Condominium,Not Furnished,"Jalan Duta Kiara, 51200 Segambut, Kuala Lumpur",Segambut,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Barbeque area",False
"Cheras, Selangor","1,800","1,540",3,2,1-storey Terraced House,Fully Furnished,,,,"Parking, Security, Playground",False
"Gelang Patah, Johor","3,000","1,507",3,3,2-storey Terraced House,Partially Furnished,,,,"Parking, Security, Playground, Jogging Track",False
"Pangsapuri Desa Mas (Rawang), Rawang, Selangor",900,850,3,2,Apartment,Not Furnished,"Jalan Dm 1, Taman Desamas, 48000 Rawang, Selangor",Rawang,Selangor,"Parking, Security, Lift",False
"M Centura, Sentul, Kuala Lumpur","2,300",850,3,2,Service Residence,Fully Furnished,"Jalan Sentul Pasar, 51000 Sentul, Kuala Lumpur",Sentul,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Klang, Selangor","1,200","1,200",3,2,1-storey Terraced House,Partially Furnished,,,,,False
"Pangsapuri Seri Jaya, Bukit Mertajam, Penang","1,500","1,100",3,2,Apartment,Fully Furnished,"Off Jalan Kampung Baru, 14000 Bukit Mertajam, Penang",Bukit Mertajam,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Jogging Track",False
"Vista Indah Putra, Klang, Selangor","1,300","1,000",3,2,Condominium,Not Furnished,"Jalan Batu Unjur 8, Taman Bayu Perdana, 42000 Klang, Selangor",Klang,Selangor,"Parking, Security, Swimming Pool, Playground",False
"Woodsbury Suites, Butterworth, Penang","1,900",950,2,2,Service Residence,Fully Furnished,"Jalan Chain Ferry, Kampung Perlis, 12100 Butterworth, Penang",Butterworth,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Club house",False
"M Arisa, Sentul, Kuala Lumpur","1,600",878,3,2,Service Residence,Partially Furnished,"Jalan Sentul Pasar, Sentul Pasar, 51000 Sentul, Kuala Lumpur",Sentul,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Tangerine Suites, Sepang, Selangor","1,600",700,2,1,Service Residence,Fully Furnished,"Persiaran Sunsuria, Sunsuria City, 43900 Sepang, Selangor",Sepang,Selangor,"Parking, Security, Swimming Pool, Playground, Gymnasium, Barbeque area",False
"Putra Place, Bayan Lepas, Penang","1,500","1,000",3,2,Condominium,Fully Furnished,"Persiaran Bayan Indah, 11900 Bayan Lepas, Penang",Bayan Lepas,Penang,"Parking, Security, Swimming Pool, Gymnasium, Sauna, Barbeque area",False
"Jelutong, Penang","4,800","3,340",5,5,Semi-Detached House,Partially Furnished,,,,Parking,False
"The Peak Residences, Tanjong Tokong, Penang","1,750","1,000",3,2,Condominium,Fully Furnished,"Persiaran Halia 3, 10470 Tanjong Tokong, Penang",Tanjong Tokong,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Club house, Jogging Track",False
"The Fennel Sentul East, Sentul, Kuala Lumpur","2,900","1,100",3,3,Condominium,Fully Furnished,"Lorong Timur, Sentul Timur, 51000 Sentul, Kuala Lumpur",Sentul,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Ipoh, Perak",880,800,2,1,2-storey Terraced House,Not Furnished,,,,Parking,False
"Platinum OUG Residence, OUG, Kuala Lumpur","2,200","1,250",3,2,Condominium,Fully Furnished,"Jalan 1/152, Bukit OUG, 58200 OUG, Kuala Lumpur",OUG,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",False
"Idaman Residence @ Nusa Idaman, Skudai, Johor","1,800","1,000",2,2,Apartment,Fully Furnished,"Off Persiaran Indah Utama, Nusa Idaman, Nusajaya, 79100 Skudai, Johor",Skudai,Johor,"Parking, Security, Swimming Pool, Playground, Gymnasium, Multipurpose hall",False
"Imperial Grande, Bayan Lepas, Penang","1,500","1,000",3,2,Service Residence,Partially Furnished,"Off Persiaran Relau, 11900 Bayan Lepas, Penang",Bayan Lepas,Penang,"Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall",False
"Setia Alam, Selangor","2,500","2,100",4,3,2-storey Terraced House,Fully Furnished,,,,"Parking, Lift, Playground, Jogging Track",False
"Opal Residence, Puchong, Selangor","1,600","1,045",3,3,Service Residence,Partially Furnished,,,,,False
"Bukit Baru, Melaka","1,500","1,540",4,3,2-storey Terraced House,Fully Furnished,,,,Parking,False
"Acacia Semenyih Apartment, Semenyih, Selangor",897,"1,000",3,2,Service Residence,Partially Furnished,"Jalan Diamond, Diamond City, 43500 Semenyih, Selangor",Semenyih,Selangor,"Parking, Lift, Playground",False
"All Seasons Park, Ayer Itam, Penang","1,800","1,222",3,3,Condominium,Partially Furnished,"Thean Tek Hwy,, 11500 Ayer Itam, Penang",Ayer Itam,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall",False
"Tiara Residence 1, Semenyih, Selangor","1,000",919,3,2,Apartment,Not Furnished,"Jalan TE 5, Tiara East, 43500 Semenyih, Selangor",Semenyih,Selangor,"Parking, Security, Lift, Playground",False
"Asteria, Klang, Selangor","1,300",850,3,2,Apartment,Partially Furnished,"Persiaran Delima 4/KS9, Parkland City, 42000 Klang, Selangor",Klang,Selangor,"Parking, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area",False
"Damansara Foresta, Sri Damansara, Kuala Lumpur","4,800","3,150",4,5,Condominium,Fully Furnished,"Persiaran Meranti, Bandar Sri Damansara, 52200 Sri Damansara, Kuala Lumpur",Sri Damansara,Kuala Lumpur,"Parking, Security, Swimming Pool, Playground, Gymnasium, Sauna",False
"Ensyn Avenue, Kuching, Sarawak","1,300",893,3,2,Apartment,Partially Furnished,"Jalan Ensing Timur Lorong 13, 93250 Kuching, Sarawak",Kuching,Sarawak,"Parking, Security, Lift",False
"Teratai Mewah (Block 15,17,19,21), Setapak, Kuala Lumpur",900,653,3,1,Apartment,Partially Furnished,"Jalan Langkawi, Taman Setapak, 53000 Setapak, Kuala Lumpur",Setapak,Kuala Lumpur,"Parking, Security, Lift, Playground",False
"Encorp Marina Puteri Harbour, Iskandar Puteri, Johor","1,500","1,050",2,2,Service Residence,Fully Furnished,"Persiaran Dato' Seri Amar, Kota Iskandar, 79100 Iskandar Puteri, Johor",Iskandar Puteri,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Club house",False
"Amaya Maluri, Cheras, Kuala Lumpur","1,800",720,2,2,Service Residence,Fully Furnished,"Jalan Jejaka 2, Taman Maluri, 55100 Cheras, Kuala Lumpur",Cheras,Kuala Lumpur,"Parking, Security, Swimming Pool, Playground, Gymnasium, Multipurpose hall",False
"Gombak, Selangor","3,300","2,275",4,3,2-storey Terraced House,Not Furnished,,,,"Parking, Security, Playground, Minimart",False
"Residence 8, Old Klang Road, Kuala Lumpur","1,300",900,3,3,Condominium,Partially Furnished,"Jalan Sri Jati 3, Taman Sri Jati, 58200 Old Klang Road, Kuala Lumpur",Old Klang Road,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
